Differential gene expression analysis between FOXP3high vs. FOXP3low samples										
geneSymbol	logFC	AveExpr	t	P.Value	adj.P.Val	B	siggenes3	siggenes1	siggenes2	siggenes4
EN1	0.577754137	1.399048975	3.952965222	2.35E-04	0.006855384	0.476667914	NA	not_sig	NA	other
SETD1B	0.577547049	4.635655602	3.574787044	7.68E-04	0.013128453	-0.622368522	NA	not_sig	NA	other
STAC	0.577259818	0.687510759	3.162802457	0.002610914	0.026013576	-1.600461584	NA	not_sig	NA	other
BLOC1S3	0.577231357	2.67669848	3.313486877	0.001684123	0.01994509	-1.242118629	NA	not_sig	NA	other
NOL4L	0.57703456	4.024162866	4.059640748	1.66E-04	0.005834679	0.783456282	NA	not_sig	NA	other
AKT1S1	0.576843234	3.515543259	3.189652803	0.002416622	0.025005837	-1.591884078	NA	not_sig	NA	other
TEAD3	0.57672887	3.4031672	3.565880515	7.89E-04	0.013323858	-0.597325894	NA	not_sig	NA	other
DEPDC1	-0.576309091	3.423287083	-3.509150786	9.38E-04	0.014410111	-0.748209178	NA	not_sig	NA	other
SEMA5A	0.575696133	5.693319579	3.088895409	0.003224307	0.029606571	-1.952935718	NA	not_sig	NA	other
CCN4	0.575321185	5.040911167	2.571478311	0.013031381	0.067892426	-3.160215731	NA	not_sig	NA	other
MOB3A	0.575239179	5.275919021	3.254055487	0.002004648	0.02228679	-1.51448	NA	not_sig	NA	other
CD163L1	0.575084397	3.494171173	2.301535869	0.025407923	0.102451301	-3.608034342	NA	not_sig	NA	other
MNT	0.574994024	3.876520709	3.146555607	0.002735516	0.026526449	-1.721240746	NA	not_sig	NA	other
FADS2	0.574349987	4.926602733	2.83659097	0.006488224	0.044180608	-2.544870472	NA	not_sig	NA	other
MCAM	0.573820512	6.889992568	2.694121779	0.009484886	0.055645316	-2.922826334	NA	not_sig	NA	other
RNASEK	0.573777997	4.986416267	3.389259697	0.001345464	0.017696682	-1.143295851	NA	not_sig	NA	other
CAMTA2	0.573725702	4.008921234	3.174835393	0.002522092	0.025586984	-1.654340796	NA	not_sig	NA	other
PMVK	0.57345909	3.294750782	2.668077456	0.010154138	0.058118185	-2.818264485	NA	not_sig	NA	other
LCP2	0.573444268	6.974569091	2.705822749	0.009197595	0.054597585	-2.893576986	NA	not_sig	NA	other
HOXC8	0.573294516	0.520371538	3.984572897	2.12E-04	0.006598612	0.560661739	NA	not_sig	NA	other
SLC7A2	0.57266887	3.916662875	2.178967577	0.033897257	0.12314511	-3.886455759	NA	not_sig	NA	other
EMD	0.572618658	3.574052306	3.750079172	4.46E-04	0.009483557	-0.09360271	NA	not_sig	NA	other
TLCD2	0.572463165	3.54239121	5.068729615	5.43E-06	0.001421555	3.878476456	NA	not_sig	NA	other
NPAS2	0.57189998	2.374348591	3.018269788	0.003934568	0.033175515	-1.966887228	NA	not_sig	NA	other
MAPK3	0.57187773	4.433065411	2.824006201	0.00671257	0.0450972	-2.543740902	NA	not_sig	NA	other
CTSL	-0.571376911	9.133208909	-2.803382381	0.007095794	0.046899062	-2.605989216	NA	not_sig	NA	other
RAET1L	-0.571014848	1.625639817	-1.904636816	0.062376477	0.184235455	-4.231925591	NA	not_sig	NA	other
CAPN5	0.570723536	2.20603615	4.489761106	4.00E-05	0.003112347	2.033891084	NA	not_sig	NA	other
FGFR1	0.570495146	5.239186438	3.770177077	4.19E-04	0.00920365	-0.09132847	NA	not_sig	NA	other
TRHDE	0.570401807	0.587549116	2.85813874	0.006120142	0.042621971	-2.320921245	NA	not_sig	NA	other
OTOF	0.569791476	0.465163305	2.957541611	0.00465962	0.036570117	-2.090808246	NA	not_sig	NA	other
NAMPTP1	0.569323407	5.231831431	0.985509873	0.328946103	0.525794951	-5.736677261	NA	not_sig	NA	other
AC145029.2	-0.569255086	1.603000767	-0.771174115	0.444100763	0.629571653	-5.595941194	NA	not_sig	NA	other
SAXO2	-0.569223721	0.579164224	-1.644914266	0.106031909	0.258513161	-4.619114991	NA	not_sig	NA	other
PRAF2	0.569193394	1.215016754	3.489388081	9.96E-04	0.014911189	-0.775761972	NA	not_sig	NA	other
CD93	0.568614659	7.859624254	3.480114438	0.001024427	0.015162758	-0.913490313	NA	not_sig	NA	other
H3C12	-0.568345497	4.352495433	-2.735045884	0.008514642	0.052324958	-2.742684593	NA	not_sig	NA	other
DYSF	0.567999956	6.079016193	2.795978196	0.007238236	0.047438218	-2.68184986	NA	not_sig	NA	other
H3C8	-0.567979084	5.720904153	-2.813747038	0.006900744	0.045964698	-2.629910476	NA	not_sig	NA	other
H2AC14	-0.567564465	5.535480373	-2.918211922	0.005193667	0.039177134	-2.372428737	NA	not_sig	NA	other
ITGAE	-0.567519085	4.420549102	-4.541142003	3.36E-05	0.002877263	2.235741838	NA	not_sig	NA	other
KIAA1549L	0.567484142	3.519883958	2.531240804	0.014435223	0.072429885	-3.138154704	NA	not_sig	NA	other
SHANK3	0.567369799	2.904754516	2.152618722	0.036019184	0.128025845	-3.848791658	NA	not_sig	NA	other
CASP3	-0.567319628	6.288281358	-5.539799924	1.02E-06	0.001028361	5.472341	NA	not_sig	NA	other
MDK	0.566502281	2.960048417	2.337847903	0.023285685	0.097408769	-3.497333061	NA	not_sig	NA	other
POLE2	-0.56642823	2.532007944	-3.314792662	0.001677657	0.019923632	-1.232056568	NA	not_sig	NA	other
LRFN3	0.566259207	1.852105998	3.284025589	0.001836421	0.021058362	-1.304462505	NA	not_sig	NA	other
SUFU	0.566051809	3.800403106	4.100721	1.45E-04	0.005439388	0.908909679	NA	not_sig	NA	other
CYP2S1	0.565588407	2.56575203	2.914898433	0.005241167	0.039332001	-2.220089362	NA	not_sig	NA	other
RNF24	0.565561461	5.45471981	3.683891563	5.49E-04	0.010752288	-0.345563682	NA	not_sig	NA	other
ATP1A1	0.565503398	8.350044291	4.325054712	6.95E-05	0.003889928	1.557959453	NA	not_sig	NA	other
PLXNA2	0.564814166	4.390226011	3.734014451	4.69E-04	0.009763598	-0.168662109	NA	not_sig	NA	other
GGT5	0.564276245	5.082715511	3.477566308	0.001032341	0.015188	-0.908932728	NA	not_sig	NA	other
EBF2	0.564029305	1.648038187	2.99064558	0.004250235	0.034694794	-2.019705973	NA	not_sig	NA	other
CSNK1D	0.563835012	5.638386071	3.529937396	8.81E-04	0.014084154	-0.780786686	NA	not_sig	NA	other
CCDC68	-0.56363661	1.325248958	-2.862627887	0.006045935	0.042503173	-2.315667698	NA	not_sig	NA	other
FOXRED2	0.563394902	3.201209155	3.910050933	2.69E-04	0.007281745	0.364544193	NA	not_sig	NA	other
H4C3	-0.563276849	5.74516766	-4.410712147	5.22E-05	0.003489926	1.815328773	NA	not_sig	NA	other
SELENOK	-0.563033541	5.227867566	-5.365325637	1.90E-06	0.001283329	4.886040444	NA	not_sig	NA	other
AVPR1A	0.563000893	4.293032136	2.53034782	0.01446788	0.072508761	-3.201049063	NA	not_sig	NA	other
CDC42EP2	0.562872633	1.760266207	1.616359021	0.112080072	0.267173056	-4.685715082	NA	not_sig	NA	other
LILRB5	0.562800562	4.06268048	2.33142155	0.023649332	0.098395408	-3.603852852	NA	not_sig	NA	other
HLX	0.562740109	3.041256311	4.27917761	8.09E-05	0.004220744	1.435419917	NA	not_sig	NA	other
ADAMTS2	0.562115214	7.719628348	3.405344539	0.001282416	0.017238122	-1.119000957	NA	not_sig	NA	other
PODXL	0.562017634	5.599841984	3.415565555	0.001243821	0.016945447	-1.091602646	NA	not_sig	NA	other
ANKRD18A	0.561980839	0.24419842	2.657743727	0.010431465	0.059202328	-2.765338088	NA	not_sig	NA	other
HMMR	-0.561561557	3.886538177	-3.23274631	0.002133001	0.022973363	-1.495381095	NA	not_sig	NA	other
NPIPB6	-0.561330969	1.14143909	-1.408430399	0.164966549	0.340121858	-4.949828537	NA	not_sig	NA	other
U2AF1	0.561036175	4.768997641	3.044522643	0.003654995	0.031708102	-2.025901909	NA	not_sig	NA	other
GTF2IRD1	0.561018305	3.384567615	3.066699719	0.003433422	0.030805218	-1.888623501	NA	not_sig	NA	other
AMOT	0.560954587	1.990463981	3.236276753	0.002111213	0.02286814	-1.425178008	NA	not_sig	NA	other
H2AC11	-0.560783279	6.085797703	-3.468387434	0.001061332	0.015443866	-0.956553731	NA	not_sig	NA	other
AC275546.1	-0.559923679	0.324774422	-2.771878232	0.007720357	0.049481978	-2.514018264	NA	not_sig	NA	other
COMMD3	-0.559875484	4.469426449	-4.581228624	2.93E-05	0.002667326	2.36013844	NA	not_sig	NA	other
CNOT3	0.559873099	3.907889341	3.970668954	2.22E-04	0.006681767	0.527438378	NA	not_sig	NA	other
SDHC	0.559215352	5.182563057	3.914670254	2.65E-04	0.007240667	0.326550201	NA	not_sig	NA	other
SEL1L3	-0.559165537	6.958958763	-3.374263322	0.001406888	0.018135835	-1.215331981	NA	not_sig	NA	other
CD40LG	0.558071714	2.237694406	2.74909635	0.008203169	0.05125253	-2.587618908	NA	not_sig	NA	other
AC270156.3	-0.558030553	0.133305158	-1.624371775	0.110355307	0.265016777	-4.644522377	NA	not_sig	NA	other
SCGB1D2	-0.557896208	-0.039301084	-1.758924644	0.084485125	0.223929386	-4.441918757	NA	not_sig	NA	other
TBX2	0.557862042	2.933570821	2.679375515	0.009858672	0.057133589	-2.773934955	NA	not_sig	NA	other
PEA15	0.557853931	7.080165852	4.072284701	1.60E-04	0.005693295	0.778049454	NA	not_sig	NA	other
CORO2B	0.557847248	1.126166298	3.530573063	8.79E-04	0.014083243	-0.668066671	NA	not_sig	NA	other
KBTBD8	-0.557837854	4.210754385	-4.222380081	9.76E-05	0.004580148	1.263955135	NA	not_sig	NA	other
IGSF9	0.557572268	1.013447562	3.244099644	0.002063681	0.02264228	-1.400711398	NA	not_sig	NA	other
IGHV3-72	-0.557387019	2.217483974	-1.262448696	0.212430893	0.398627991	-5.150135089	NA	not_sig	NA	other
SHTN1	0.557350774	5.557255307	4.508718374	3.75E-05	0.003058233	2.121309761	NA	not_sig	NA	other
SMAD3	0.557111014	4.726554253	4.138133882	1.29E-04	0.005199907	1.00048076	NA	not_sig	NA	other
H2BC9	-0.55704016	5.069317489	-3.315514255	0.001674094	0.019908934	-1.339448453	NA	not_sig	NA	other
NCR1	-0.557033706	1.806257685	-1.931847474	0.058846481	0.176983841	-4.190681861	NA	not_sig	NA	other
SCN8A	0.557004111	1.672490702	3.467900181	0.001062893	0.015443866	-0.832339975	NA	not_sig	NA	other
GATA2	0.556736146	1.698863219	3.488006966	0.00100028	0.014939801	-0.780137448	NA	not_sig	NA	other
RPL22L1	-0.556645215	4.82739855	-3.812224007	3.67E-04	0.008659837	0.043305298	NA	not_sig	NA	other
PSMF1	0.556514897	6.013400961	3.64838281	6.13E-04	0.011514209	-0.455583476	NA	not_sig	NA	other
ENO2	0.556509991	3.862204044	2.751408631	0.008152926	0.051048944	-2.677247553	NA	not_sig	NA	other
LTBP3	0.556462126	3.826927991	3.939858112	2.45E-04	0.006976134	0.440146485	NA	not_sig	NA	other
BAHCC1	0.556200021	3.011459731	3.338384883	0.001564812	0.019196023	-1.186703213	NA	not_sig	NA	other
AMPH	0.555885911	1.444428296	3.82684798	3.51E-04	0.008363039	0.12763512	NA	not_sig	NA	other
VPS53	0.555845387	5.642169655	4.028934167	1.84E-04	0.006214141	0.65444654	NA	not_sig	NA	other
AC011330.1	0.555795821	1.440669871	1.957841903	0.05563509	0.170477464	-4.13833138	NA	not_sig	NA	other
IGKV1D-13	-0.555511472	1.531556273	-0.756866644	0.452552259	0.636090321	-5.594545971	NA	not_sig	NA	other
ZNF865	0.555208864	1.832155372	3.193208612	0.002391938	0.024870633	-1.53143202	NA	not_sig	NA	other
ZNF423	0.554980116	1.898422952	3.03496916	0.003754509	0.032124631	-1.917117644	NA	not_sig	NA	other
NXPH2	-0.554590521	0.052520414	-3.01040297	0.004022158	0.033583352	-1.96499188	NA	not_sig	NA	other
ANP32B	0.554540092	4.854259672	2.983020349	0.004341444	0.035206358	-2.184353152	NA	not_sig	NA	other
SREBF2	0.554413824	6.10863226	3.990604857	2.08E-04	0.006555188	0.534706821	NA	not_sig	NA	other
AC234301.4	-0.553685047	0.329867922	-1.13436431	0.261854265	0.456691546	-5.25255334	NA	not_sig	NA	other
PITPNA	0.55332525	6.711125621	3.482336394	0.001017573	0.015113569	-0.921621094	NA	not_sig	NA	other
CCDC170	0.553203997	3.126144858	2.213294283	0.031298283	0.116988497	-3.756818866	NA	not_sig	NA	other
H2BC6	-0.553171427	5.125997161	-3.146676214	0.002734571	0.026526449	-1.782455482	NA	not_sig	NA	other
PPARGC1A	0.553039733	1.18652161	2.087632002	0.041757602	0.14101734	-3.905865363	NA	not_sig	NA	other
PID1	0.552803245	3.31503414	2.786195314	0.007430491	0.048236221	-2.558774372	NA	not_sig	NA	other
IGKV2-26	-0.55274899	0.409926886	-1.400454034	0.167328002	0.34346063	-4.948476536	NA	not_sig	NA	other
CCNE2	-0.551954436	3.339907561	-3.936981497	2.47E-04	0.007002456	0.440238727	NA	not_sig	NA	other
FASLG	-0.551805345	3.659131505	-2.383176211	0.020859517	0.09077487	-3.459443427	NA	not_sig	NA	other
CHRAC1	0.551741124	3.68791784	3.185050818	0.002448926	0.025172786	-1.609210492	NA	not_sig	NA	other
RASL10B	0.551689923	0.728844383	2.212827615	0.031332402	0.117052222	-3.671119803	NA	not_sig	NA	other
KLK6	0.551576038	5.513511112	1.410902871	0.164239824	0.339031701	-5.275187608	NA	not_sig	NA	other
EEFSEC	0.550304395	2.649800204	3.245243703	0.002056815	0.022614549	-1.413105792	NA	not_sig	NA	other
NCOR2	0.550116408	6.38932804	3.86537699	3.10E-04	0.007828385	0.16453564	NA	not_sig	NA	other
ECM2	0.549931273	3.680463846	1.597612507	0.116200832	0.273230708	-4.841223639	NA	not_sig	NA	other
ADGRL1	0.54982513	3.607024861	3.477585228	0.001032282	0.015188	-0.840923696	NA	not_sig	NA	other
VASH1	0.54955751	6.005835807	3.133282955	0.002841434	0.02715377	-1.847066817	NA	not_sig	NA	other
CAMP	0.549436417	1.028954464	1.76107524	0.084116579	0.223332777	-4.452939766	NA	not_sig	NA	other
AMER2	-0.549075898	0.729232444	-2.559276051	0.013443391	0.069301044	-2.978503374	NA	not_sig	NA	other
NTNG2	0.548953184	1.619680735	4.080927214	1.55E-04	0.005600862	0.838075075	NA	not_sig	NA	other
HS3ST1	0.548899095	2.273833075	1.974874302	0.053613347	0.166932468	-4.134299557	NA	not_sig	NA	other
GPX2	0.548164754	1.635079027	2.188247334	0.033176562	0.121402408	-3.728316162	NA	not_sig	NA	other
P2RX1	-0.547872906	2.632917053	-2.381754257	0.020932043	0.090924105	-3.382064681	NA	not_sig	NA	other
COMMD8	-0.547808305	4.70711492	-4.248294298	8.96E-05	0.004422587	1.333708256	NA	not_sig	NA	other
CD7	-0.547804965	4.31086694	-2.029551434	0.047544318	0.153564021	-4.210918541	NA	not_sig	NA	other
STEAP2	0.547771716	5.462625776	2.657511625	0.010437773	0.059202328	-2.990267001	NA	not_sig	NA	other
EMID1	0.54775587	1.371197421	3.572241365	7.74E-04	0.013152382	-0.558404543	NA	not_sig	NA	other
IGHV3-16	-0.547742182	-0.174541798	-2.872309911	0.005888718	0.041983472	-2.285562755	NA	not_sig	NA	other
OSBPL6	0.547732613	3.232035247	3.283986176	0.001836633	0.021058362	-1.335220813	NA	not_sig	NA	other
FGFR3	0.547575791	4.886050552	1.665451879	0.101848719	0.25211901	-4.864811336	NA	not_sig	NA	other
MRVI1	0.547318768	3.662667884	2.778006061	0.007595038	0.049007171	-2.595144209	NA	not_sig	NA	other
DRAXIN	0.547265678	3.041342533	1.722394475	0.0909533	0.234327555	-4.609345736	NA	not_sig	NA	other
FBXO27	0.546999219	2.416837542	2.775005052	0.007656175	0.049253192	-2.533035941	NA	not_sig	NA	other
LARP1	0.546745477	7.47654983	3.805124875	3.75E-04	0.008771577	-0.004598785	NA	not_sig	NA	other
TXLNGY	0.546628887	3.701097082	0.550023885	0.584662533	0.739300442	-5.898408389	NA	not_sig	NA	other
ZNF362	0.546143493	3.545368117	4.498924434	3.88E-05	0.003112347	2.10206428	NA	not_sig	NA	other
HIKESHI	-0.546142745	4.401907816	-4.776587375	1.50E-05	0.001929039	2.973237957	NA	not_sig	NA	other
DEFB103B	-0.545729086	4.626322612	-1.232637271	0.223265983	0.411963146	-5.432596613	NA	not_sig	NA	other
FUS	0.545504155	5.995221862	2.224674844	0.030476318	0.115115683	-3.928657375	NA	not_sig	NA	other
VBP1	-0.545384913	5.325668017	-5.151574527	4.06E-06	0.001368482	4.184073258	NA	not_sig	NA	other
SPDYE3	0.54537232	1.875858394	3.758211846	4.35E-04	0.009376707	-0.058567134	NA	not_sig	NA	other
SLC16A13	0.545370517	0.720604674	3.191187814	0.002405937	0.024976334	-1.530621847	NA	not_sig	NA	other
NPEPPSP1	0.545344459	1.425681115	3.080351638	0.003303347	0.03007433	-1.804340298	NA	not_sig	NA	other
FUT8	-0.545204405	6.043099138	-4.83931358	1.21E-05	0.001751518	3.168812035	NA	not_sig	NA	other
ZIC4	0.544989803	0.147615397	2.904384115	0.005394579	0.040046675	-2.212921944	NA	not_sig	NA	other
LHX6	0.544877533	1.948319817	2.902205099	0.00542689	0.040144923	-2.230762921	NA	not_sig	NA	other
KIF3C	0.544452886	2.154224579	3.257166152	0.001986533	0.022168422	-1.374245358	NA	not_sig	NA	other
RPA1	0.544421338	5.864030092	3.585212337	7.44E-04	0.012818153	-0.63071216	NA	not_sig	NA	other
HSPA7	0.544135922	3.919435283	1.887780135	0.064652464	0.188647715	-4.417455879	NA	not_sig	NA	other
SIGLEC1	0.543550402	5.78923618	2.139635008	0.037107015	0.130430549	-4.090246599	NA	not_sig	NA	other
CXCL1	0.543535154	4.428245587	1.522475036	0.133960558	0.298668736	-5.055932754	NA	not_sig	NA	other
PGD	0.543356043	7.222838533	2.775852437	0.007638866	0.049215795	-2.727980532	NA	not_sig	NA	other
GFI1	-0.543305143	3.737558145	-2.71540374	0.008968329	0.053834924	-2.742395654	NA	not_sig	NA	other
ATP8B4	-0.542931039	4.809892541	-3.061401737	0.003485181	0.03092039	-1.989567899	NA	not_sig	NA	other
CALHM6	-0.542640634	6.681193517	-1.91852804	0.060552483	0.180623806	-4.506944608	NA	not_sig	NA	other
H2BC4	-0.542566156	5.346907815	-4.932856303	8.74E-06	0.001576959	3.473070661	NA	not_sig	NA	other
JAKMIP2	-0.542474916	3.098641603	-2.469082417	0.016874934	0.079853434	-3.232819487	NA	not_sig	NA	other
CDH20	0.542399357	0.611452932	2.582872156	0.012657077	0.066611078	-2.928614965	NA	not_sig	NA	other
NSRP1	0.542384595	4.096892804	3.988450973	2.09E-04	0.006572685	0.57406145	NA	not_sig	NA	other
MAPRE3	0.542313847	1.786370035	4.287281841	7.88E-05	0.00421473	1.431747004	NA	not_sig	NA	other
CNN1	0.541747109	2.076330119	2.267234711	0.027569071	0.108036693	-3.590024867	NA	not_sig	NA	other
ALPK3	0.541441554	2.150639959	2.190822706	0.032978957	0.120998109	-3.738455594	NA	not_sig	NA	other
SVIP	-0.541363132	4.002716329	-3.564891301	7.92E-04	0.013332356	-0.618402172	NA	not_sig	NA	other
ZHX3	0.541049292	5.021700149	4.829273912	1.25E-05	0.001751518	3.14101124	NA	not_sig	NA	other
UQCRH	-0.540741646	5.628468627	-4.905475932	9.61E-06	0.001629807	3.383737506	NA	not_sig	NA	other
SLC25A6	0.54071997	6.668632567	3.440213632	0.001155237	0.016149739	-1.037180623	NA	not_sig	NA	other
Z83844.3	-0.540718037	1.775174431	-1.16361902	0.249900452	0.44297125	-5.245400302	NA	not_sig	NA	other
CPXM1	0.540252681	5.695716834	2.68224475	0.009784901	0.056821443	-2.936002899	NA	not_sig	NA	other
THY1	0.54011396	6.36413949	1.96992518	0.054194198	0.168129646	-4.415756195	NA	not_sig	NA	other
HSD11B1	-0.540055289	5.320902827	-1.928943146	0.059214937	0.177717453	-4.460547615	NA	not_sig	NA	other
ALDH7A1	0.539905319	4.920964338	3.097786834	0.003143936	0.029149918	-1.900373052	NA	not_sig	NA	other
FGF14	0.539878494	0.501917552	1.991957109	0.051649354	0.162561145	-4.067435928	NA	not_sig	NA	other
DACT1	0.539818465	3.268392796	2.231783918	0.029972598	0.113961086	-3.738233006	NA	not_sig	NA	other
HILPDA	0.539785875	3.738028291	1.915871652	0.060897722	0.181148773	-4.360609168	NA	not_sig	NA	other
H4C12	-0.539775265	6.520542133	-3.854891026	3.21E-04	0.007978617	0.133890912	NA	not_sig	NA	other
SEPTIN5	0.539368022	2.79465088	2.147828329	0.036417243	0.12895891	-3.849058662	NA	not_sig	NA	other
TRIL	0.539337252	2.25821053	2.33030156	0.023713225	0.09849387	-3.472437283	NA	not_sig	NA	other
PRKY	0.539039989	3.407222304	0.770356579	0.444581175	0.630061605	-5.732502045	NA	not_sig	NA	other
IGKV1-37	-0.538879394	-0.149245295	-1.727633392	0.090001227	0.232855098	-4.489727736	NA	not_sig	NA	other
CEP295NL	0.53874157	0.99595289	2.884619299	0.005694312	0.041372549	-2.262939943	NA	not_sig	NA	other
TPM2	0.53867591	5.099813846	2.581408544	0.012704605	0.066739947	-3.140611946	NA	not_sig	NA	other
AC008982.1	0.538666822	1.505632739	2.797694992	0.007204975	0.047346586	-2.465641282	NA	not_sig	NA	other
AC008982.3	0.538666822	1.505632739	2.797694992	0.007204975	0.047346586	-2.465641282	NA	not_sig	NA	other
CDK11B	0.538292684	4.196919181	3.684601884	5.47E-04	0.010752288	-0.298367612	NA	not_sig	NA	other
ROBO4	0.538263631	3.488349509	2.881471749	0.005743448	0.041535702	-2.345061128	NA	not_sig	NA	other
LZTS1	0.538157579	3.540371082	3.822157695	3.56E-04	0.008462322	0.109693307	NA	not_sig	NA	other
H2AZ1	-0.538135327	7.002708239	-5.303802906	2.37E-06	0.001309021	4.68654541	NA	not_sig	NA	other
PIK3C2B	0.538045711	4.663915845	3.496850893	9.74E-04	0.014719747	-0.83593624	NA	not_sig	NA	other
SBSN	0.537804861	8.046894221	1.81004869	0.076080015	0.209511323	-4.664149829	NA	not_sig	NA	other
TYRP1	0.537603094	5.348756656	1.301351286	0.198885929	0.382599752	-5.39768812	NA	not_sig	NA	other
AC083899.1	-0.537526014	1.662838475	-3.855590508	3.20E-04	0.007978617	0.207487588	NA	not_sig	NA	other
PGM3	-0.537002312	5.83220062	-5.028504655	6.26E-06	0.001425145	3.782115848	NA	not_sig	NA	other
KRT18	-0.536954683	2.936204266	-2.175413524	0.034176903	0.123745857	-3.809864572	NA	not_sig	NA	other
PHF24	0.536868202	0.852498574	2.08148114	0.042339929	0.142282434	-3.913877298	NA	not_sig	NA	other
HMCN1	0.536650561	5.842706599	1.853823337	0.069451883	0.197535874	-4.606192205	NA	not_sig	NA	other
SUB1	-0.536376949	7.837327318	-5.150195511	4.08E-06	0.001368482	4.179978016	NA	not_sig	NA	other
YARS2	-0.535201167	3.794476936	-3.509366309	9.38E-04	0.014410111	-0.761492671	NA	not_sig	NA	other
FER1L4	-0.534864879	3.104717116	-1.713714449	0.092549063	0.237192389	-4.601592109	NA	not_sig	NA	other
MARCKSL1	0.534858578	4.931145361	3.0799857	0.003306772	0.03008952	-1.950604853	NA	not_sig	NA	other
H3C3	-0.534442474	5.086899895	-2.521403237	0.0147987	0.073521246	-3.270730135	NA	not_sig	NA	other
MIDN	0.534295925	5.172798742	2.979886853	0.004379452	0.035376473	-2.211154727	NA	not_sig	NA	other
COL6A5	0.53424242	3.997399087	1.630080393	0.109139723	0.262841434	-4.83909497	NA	not_sig	NA	other
UBAP2L	0.534153653	5.849132602	3.89090329	2.86E-04	0.007536708	0.244071271	NA	not_sig	NA	other
CDA	0.533867012	2.550471358	1.674543548	0.100040549	0.249264426	-4.635380702	NA	not_sig	NA	other
PCDHB11	0.533720356	0.719631726	3.980238798	2.15E-04	0.00664299	0.549449951	NA	not_sig	NA	other
RBPMS	0.533254656	3.410162998	3.475907718	0.001037523	0.015251141	-0.838767846	NA	not_sig	NA	other
SH2D5	-0.533178471	2.749536016	-1.366991324	0.177520435	0.355892935	-5.0704902	NA	not_sig	NA	other
SLC22A20P	0.532778216	1.687259992	3.133563848	0.002839153	0.02715377	-1.676615359	NA	not_sig	NA	other
TSKU	0.532196587	4.820498777	3.089921124	0.003214938	0.029552234	-1.91876456	NA	not_sig	NA	other
NCL	0.532103662	7.884568912	3.543469072	8.45E-04	0.013799088	-0.738985683	NA	not_sig	NA	other
